reseller_id,reseller_name,phone,city,state,tier,join_date,reseller_status
266,Reseller_0266,+917234187462,Mumbai,Maharashtra,Tier 1,2022-10-12 00:00:00,Active
267,Reseller_0267,+917542366274,Visakhapatnam,Andhra Pradesh,Tier 2,2022-10-12 12:00:00,Churned
268,Reseller_0268,+917440610570,Jabalpur,Madhya Pradesh,Tier 3,2022-10-13 00:00:00,Active
269,Reseller_0269,+918221228113,Jodhpur,Rajasthan,Tier 3,2022-10-13 12:00:00,Inactive
270,Reseller_0270,+918463320861,Coimbatore,Tamil Nadu,Tier 2,2022-10-14 00:00:00,Active
271,Reseller_0271,+918084386400,Jaipur,Rajasthan,Tier 2,2022-10-14 12:00:00,Inactive
272,Reseller_0272,+917490000526,Jabalpur,Madhya Pradesh,Tier 3,2022-10-15 00:00:00,Active
273,Reseller_0273,+919112035409,Gwalior,Madhya Pradesh,Tier 3,2022-10-15 12:00:00,Active
274,Reseller_0274,+919948284698,Kolkata,West Bengal,Tier 1,2022-10-16 00:00:00,Inactive
275,Reseller_0275,+919417377633,Delhi,Delhi,Tier 1,2022-10-16 12:00:00,Churned
276,Reseller_0276,+918065972034,Rajkot,Gujarat,Tier 3,2022-10-17 00:00:00,Churned
277,Reseller_0277,+918787453807,Pune,Maharashtra,Tier 1,2022-10-17 12:00:00,Inactive
278,Reseller_0278,+917969318858,Jodhpur,Rajasthan,Tier 3,2022-10-18 00:00:00,Churned
279,Reseller_0279,+918934944879,Gwalior,Madhya Pradesh,Tier 3,2022-10-18 12:00:00,Active
280,Reseller_0280,+919527696207,Allahabad,Uttar Pradesh,Tier 3,2022-10-19 00:00:00,Churned
281,Reseller_0281,+919442244963,Allahabad,Uttar Pradesh,Tier 3,2022-10-19 12:00:00,Active
282,Reseller_0282,+917426204934,Jodhpur,Rajasthan,Tier 3,2022-10-20 00:00:00,Inactive
283,Reseller_0283,+919686566602,Amritsar,Punjab,Tier 3,2022-10-20 12:00:00,Inactive
284,Reseller_0284,+917348697524,Kochi,Kerala,Tier 2,2022-10-21 00:00:00,Inactive
285,Reseller_0285,+919370788647,Indore,Madhya Pradesh,Tier 2,2022-10-21 12:00:00,Active
286,Reseller_0286,+918754569613,Mumbai,Maharashtra,Tier 1,2022-10-22 00:00:00,Active
287,Reseller_0287,+919018258729,Agra,Uttar Pradesh,Tier 2,2022-10-22 12:00:00,Inactive
288,Reseller_0288,+918237401063,Bhopal,Madhya Pradesh,Tier 2,2022-10-23 00:00:00,Active
289,Reseller_0289,+918950049698,Mysore,Karnataka,Tier 3,2022-10-23 12:00:00,Churned
290,Reseller_0290,+918136253459,Delhi,Delhi,Tier 1,2022-10-24 00:00:00,Inactive
291,Reseller_0291,+919533126989,Raipur,Chhattisgarh,Tier 3,2022-10-24 12:00:00,Active
292,Reseller_0292,+918825957977,Amritsar,Punjab,Tier 3,2022-10-25 00:00:00,Inactive
293,Reseller_0293,+919781569954,Delhi,Delhi,Tier 1,2022-10-25 12:00:00,Active
294,Reseller_0294,+917610900200,Bangalore,Karnataka,Tier 1,2022-10-26 00:00:00,Inactive
295,Reseller_0295,+918321182659,Delhi,Delhi,Tier 1,2022-10-26 12:00:00,Inactive
296,Reseller_0296,+918239573053,Agra,Uttar Pradesh,Tier 2,2022-10-27 00:00:00,Active
297,Reseller_0297,+919957849462,Coimbatore,Tamil Nadu,Tier 2,2022-10-27 12:00:00,Active
298,Reseller_0298,+918169288485,Vadodara,Gujarat,Tier 2,2022-10-28 00:00:00,Churned
299,Reseller_0299,+918880160025,Coimbatore,Tamil Nadu,Tier 2,2022-10-28 12:00:00,Active
300,Reseller_0300,+918855548990,Mumbai,Maharashtra,Tier 1,2022-10-29 00:00:00,Inactive
301,Reseller_0301,+918075321966,Jodhpur,Rajasthan,Tier 3,2022-10-29 12:00:00,Active
302,Reseller_0302,+919896089430,Delhi,Delhi,Tier 1,2022-10-30 00:00:00,Active
303,Reseller_0303,+919521673791,Jodhpur,Rajasthan,Tier 3,2022-10-30 12:00:00,Active
304,Reseller_0304,+918157541038,Raipur,Chhattisgarh,Tier 3,2022-10-31 00:00:00,Active
305,Reseller_0305,+919020785643,Indore,Madhya Pradesh,Tier 2,2022-10-31 12:00:00,Active
306,Reseller_0306,+918194673401,Coimbatore,Tamil Nadu,Tier 2,2022-11-01 00:00:00,Inactive
307,Reseller_0307,+918872111746,Agra,Uttar Pradesh,Tier 2,2022-11-01 12:00:00,Active
308,Reseller_0308,+917391883149,Jabalpur,Madhya Pradesh,Tier 3,2022-11-02 00:00:00,Active
309,Reseller_0309,+918431548670,Vadodara,Gujarat,Tier 2,2022-11-02 12:00:00,Active
310,Reseller_0310,+917690737494,Lucknow,Uttar Pradesh,Tier 2,2022-11-03 00:00:00,Active
311,Reseller_0311,+919128023255,Visakhapatnam,Andhra Pradesh,Tier 2,2022-11-03 12:00:00,Active
312,Reseller_0312,+919362646960,Vadodara,Gujarat,Tier 2,2022-11-04 00:00:00,Inactive
313,Reseller_0313,+918350840898,Mumbai,Maharashtra,Tier 1,2022-11-04 12:00:00,Inactive
314,Reseller_0314,+918735918651,Lucknow,Uttar Pradesh,Tier 2,2022-11-05 00:00:00,Active
315,Reseller_0315,+919824629834,Meerut,Uttar Pradesh,Tier 3,2022-11-05 12:00:00,Churned
316,Reseller_0316,+918774884818,Jabalpur,Madhya Pradesh,Tier 3,2022-11-06 00:00:00,Inactive
317,Reseller_0317,+918553830525,Chennai,Tamil Nadu,Tier 1,2022-11-06 12:00:00,Active
318,Reseller_0318,+919686110098,Jabalpur,Madhya Pradesh,Tier 3,2022-11-07 00:00:00,Churned
319,Reseller_0319,+917874275988,Jaipur,Rajasthan,Tier 2,2022-11-07 12:00:00,Churned
320,Reseller_0320,+918237075775,Indore,Madhya Pradesh,Tier 2,2022-11-08 00:00:00,Active
321,Reseller_0321,+919081821325,Visakhapatnam,Andhra Pradesh,Tier 2,2022-11-08 12:00:00,Active
322,Reseller_0322,+919615083895,Kolkata,West Bengal,Tier 1,2022-11-09 00:00:00,Churned
323,Reseller_0323,+917680229045,Mysore,Karnataka,Tier 3,2022-11-09 12:00:00,Inactive
324,Reseller_0324,+919371901750,Jaipur,Rajasthan,Tier 2,2022-11-10 00:00:00,Active
325,Reseller_0325,+917487311805,Bhopal,Madhya Pradesh,Tier 2,2022-11-10 12:00:00,Inactive
326,Reseller_0326,+919781891923,Lucknow,Uttar Pradesh,Tier 2,2022-11-11 00:00:00,Inactive
327,Reseller_0327,+918253535854,Jabalpur,Madhya Pradesh,Tier 3,2022-11-11 12:00:00,Inactive
328,Reseller_0328,+918784517419,Patna,Bihar,Tier 2,2022-11-12 00:00:00,Inactive
329,Reseller_0329,+918046816259,Jabalpur,Madhya Pradesh,Tier 3,2022-11-12 12:00:00,Inactive
330,Reseller_0330,+918647489402,Indore,Madhya Pradesh,Tier 2,2022-11-13 00:00:00,Active
331,Reseller_0331,+919182878006,Agra,Uttar Pradesh,Tier 2,2022-11-13 12:00:00,Active
332,Reseller_0332,+917299832023,Varanasi,Uttar Pradesh,Tier 3,2022-11-14 00:00:00,Inactive
333,Reseller_0333,+918459753033,Vadodara,Gujarat,Tier 2,2022-11-14 12:00:00,Churned
334,Reseller_0334,+918147497835,Vijayawada,Andhra Pradesh,Tier 3,2022-11-15 00:00:00,Active
335,Reseller_0335,+918282287615,Allahabad,Uttar Pradesh,Tier 3,2022-11-15 12:00:00,Inactive
336,Reseller_0336,+919834423953,Jodhpur,Rajasthan,Tier 3,2022-11-16 00:00:00,Inactive
337,Reseller_0337,+918917906456,Indore,Madhya Pradesh,Tier 2,2022-11-16 12:00:00,Active
338,Reseller_0338,+918427818730,Nagpur,Maharashtra,Tier 2,2022-11-17 00:00:00,Inactive
339,Reseller_0339,+918620104855,Ludhiana,Punjab,Tier 2,2022-11-17 12:00:00,Churned
340,Reseller_0340,+917810255760,Nagpur,Maharashtra,Tier 2,2022-11-18 00:00:00,Inactive
341,Reseller_0341,+919455852189,Amritsar,Punjab,Tier 3,2022-11-18 12:00:00,Active
342,Reseller_0342,+917187463722,Vadodara,Gujarat,Tier 2,2022-11-19 00:00:00,Active
343,Reseller_0343,+918637375316,Coimbatore,Tamil Nadu,Tier 2,2022-11-19 12:00:00,Inactive
344,Reseller_0344,+919800400286,Kochi,Kerala,Tier 2,2022-11-20 00:00:00,Active
345,Reseller_0345,+917158998032,Jabalpur,Madhya Pradesh,Tier 3,2022-11-20 12:00:00,Active
346,Reseller_0346,+918425906387,Chennai,Tamil Nadu,Tier 1,2022-11-21 00:00:00,Active
347,Reseller_0347,+917428258482,Jabalpur,Madhya Pradesh,Tier 3,2022-11-21 12:00:00,Active
348,Reseller_0348,+917065917432,Coimbatore,Tamil Nadu,Tier 2,2022-11-22 00:00:00,Active
349,Reseller_0349,+919812264367,Gwalior,Madhya Pradesh,Tier 3,2022-11-22 12:00:00,Active
350,Reseller_0350,+919016446768,Rajkot,Gujarat,Tier 3,2022-11-23 00:00:00,Active
351,Reseller_0351,+918454109425,Allahabad,Uttar Pradesh,Tier 3,2022-11-23 12:00:00,Active
352,Reseller_0352,+919791027186,Gwalior,Madhya Pradesh,Tier 3,2022-11-24 00:00:00,Inactive
353,Reseller_0353,+919896343368,Bangalore,Karnataka,Tier 1,2022-11-24 12:00:00,Inactive
354,Reseller_0354,+918360049298,Gwalior,Madhya Pradesh,Tier 3,2022-11-25 00:00:00,Active
355,Reseller_0355,+919323646093,Jabalpur,Madhya Pradesh,Tier 3,2022-11-25 12:00:00,Churned
356,Reseller_0356,+918008330525,Mumbai,Maharashtra,Tier 1,2022-11-26 00:00:00,Active
357,Reseller_0357,+917977046129,Allahabad,Uttar Pradesh,Tier 3,2022-11-26 12:00:00,Inactive
358,Reseller_0358,+917422809996,Gwalior,Madhya Pradesh,Tier 3,2022-11-27 00:00:00,Inactive
359,Reseller_0359,+917431675310,Mysore,Karnataka,Tier 3,2022-11-27 12:00:00,Churned
360,Reseller_0360,+918286196999,Visakhapatnam,Andhra Pradesh,Tier 2,2022-11-28 00:00:00,Inactive
361,Reseller_0361,+918393178591,Meerut,Uttar Pradesh,Tier 3,2022-11-28 12:00:00,Inactive
362,Reseller_0362,+918539588337,Allahabad,Uttar Pradesh,Tier 3,2022-11-29 00:00:00,Inactive
363,Reseller_0363,+918048819999,Indore,Madhya Pradesh,Tier 2,2022-11-29 12:00:00,Active
364,Reseller_0364,+919928310291,Agra,Uttar Pradesh,Tier 2,2022-11-30 00:00:00,Active
365,Reseller_0365,+917751917162,Varanasi,Uttar Pradesh,Tier 3,2022-11-30 12:00:00,Inactive
366,Reseller_0366,+918643015259,Pune,Maharashtra,Tier 1,2022-12-01 00:00:00,Active
367,Reseller_0367,+919137464556,Amritsar,Punjab,Tier 3,2022-12-01 12:00:00,Inactive
368,Reseller_0368,+917997241761,Varanasi,Uttar Pradesh,Tier 3,2022-12-02 00:00:00,Active
369,Reseller_0369,+918973840257,Patna,Bihar,Tier 2,2022-12-02 12:00:00,Active
370,Reseller_0370,+918998247509,Jaipur,Rajasthan,Tier 2,2022-12-03 00:00:00,Active
371,Reseller_0371,+919347621138,Raipur,Chhattisgarh,Tier 3,2022-12-03 12:00:00,Active
372,Reseller_0372,+918484193033,Coimbatore,Tamil Nadu,Tier 2,2022-12-04 00:00:00,Inactive
373,Reseller_0373,+919744220825,Allahabad,Uttar Pradesh,Tier 3,2022-12-04 12:00:00,Active
374,Reseller_0374,+918074163698,Mysore,Karnataka,Tier 3,2022-12-05 00:00:00,Active
375,Reseller_0375,+917855630484,Patna,Bihar,Tier 2,2022-12-05 12:00:00,Active
376,Reseller_0376,+917458072318,Jabalpur,Madhya Pradesh,Tier 3,2022-12-06 00:00:00,Active
377,Reseller_0377,+918541717841,Agra,Uttar Pradesh,Tier 2,2022-12-06 12:00:00,Inactive
378,Reseller_0378,+918268006448,Visakhapatnam,Andhra Pradesh,Tier 2,2022-12-07 00:00:00,Active
379,Reseller_0379,+919827075539,Pune,Maharashtra,Tier 1,2022-12-07 12:00:00,Inactive
380,Reseller_0380,+919430646623,Jaipur,Rajasthan,Tier 2,2022-12-08 00:00:00,Inactive
381,Reseller_0381,+917210643427,Mysore,Karnataka,Tier 3,2022-12-08 12:00:00,Inactive
382,Reseller_0382,+919133427445,Mysore,Karnataka,Tier 3,2022-12-09 00:00:00,Inactive
383,Reseller_0383,+917988350974,Allahabad,Uttar Pradesh,Tier 3,2022-12-09 12:00:00,Inactive
384,Reseller_0384,+917940617318,Ranchi,Jharkhand,Tier 3,2022-12-10 00:00:00,Churned
385,Reseller_0385,+918076433900,Jodhpur,Rajasthan,Tier 3,2022-12-10 12:00:00,Active
386,Reseller_0386,+919831163141,Mysore,Karnataka,Tier 3,2022-12-11 00:00:00,Active
387,Reseller_0387,+919698305085,Varanasi,Uttar Pradesh,Tier 3,2022-12-11 12:00:00,Active
388,Reseller_0388,+919776011793,Kolkata,West Bengal,Tier 1,2022-12-12 00:00:00,Active
389,Reseller_0389,+918893321208,Pune,Maharashtra,Tier 1,2022-12-12 12:00:00,Inactive
390,Reseller_0390,+917564409423,Bangalore,Karnataka,Tier 1,2022-12-13 00:00:00,Churned
391,Reseller_0391,+918403247962,Bangalore,Karnataka,Tier 1,2022-12-13 12:00:00,Active
392,Reseller_0392,+917862407093,Varanasi,Uttar Pradesh,Tier 3,2022-12-14 00:00:00,Active
393,Reseller_0393,+918571346130,Chennai,Tamil Nadu,Tier 1,2022-12-14 12:00:00,Active
394,Reseller_0394,+917706712922,Patna,Bihar,Tier 2,2022-12-15 00:00:00,Inactive
395,Reseller_0395,+918267622868,Coimbatore,Tamil Nadu,Tier 2,2022-12-15 12:00:00,Inactive
396,Reseller_0396,+917494650131,Ranchi,Jharkhand,Tier 3,2022-12-16 00:00:00,Active
397,Reseller_0397,+917604546780,Lucknow,Uttar Pradesh,Tier 2,2022-12-16 12:00:00,Churned
398,Reseller_0398,+919904788278,Amritsar,Punjab,Tier 3,2022-12-17 00:00:00,Inactive
399,Reseller_0399,+919393639475,Gwalior,Madhya Pradesh,Tier 3,2022-12-17 12:00:00,Active
400,Reseller_0400,+917059780189,Vadodara,Gujarat,Tier 2,2022-12-18 00:00:00,Inactive
401,Reseller_0401,+918953291127,Lucknow,Uttar Pradesh,Tier 2,2022-12-18 12:00:00,Inactive
402,Reseller_0402,+919887681752,Visakhapatnam,Andhra Pradesh,Tier 2,2022-12-19 00:00:00,Active
403,Reseller_0403,+919742548209,Vadodara,Gujarat,Tier 2,2022-12-19 12:00:00,Active
404,Reseller_0404,+919898400928,Rajkot,Gujarat,Tier 3,2022-12-20 00:00:00,Active
405,Reseller_0405,+919660933507,Jaipur,Rajasthan,Tier 2,2022-12-20 12:00:00,Active
406,Reseller_0406,+918408776235,Vijayawada,Andhra Pradesh,Tier 3,2022-12-21 00:00:00,Inactive
407,Reseller_0407,+919781645815,Amritsar,Punjab,Tier 3,2022-12-21 12:00:00,Churned
408,Reseller_0408,+918994013856,Pune,Maharashtra,Tier 1,2022-12-22 00:00:00,Active
409,Reseller_0409,+919788462200,Allahabad,Uttar Pradesh,Tier 3,2022-12-22 12:00:00,Active
410,Reseller_0410,+917194763060,Indore,Madhya Pradesh,Tier 2,2022-12-23 00:00:00,Active
411,Reseller_0411,+919115806625,Allahabad,Uttar Pradesh,Tier 3,2022-12-23 12:00:00,Active
412,Reseller_0412,+919308745090,Delhi,Delhi,Tier 1,2022-12-24 00:00:00,Inactive
413,Reseller_0413,+918593482331,Hyderabad,Telangana,Tier 1,2022-12-24 12:00:00,Active
414,Reseller_0414,+919991375951,Mysore,Karnataka,Tier 3,2022-12-25 00:00:00,Active
415,Reseller_0415,+919522607583,Gwalior,Madhya Pradesh,Tier 3,2022-12-25 12:00:00,Active
416,Reseller_0416,+918781915481,Varanasi,Uttar Pradesh,Tier 3,2022-12-26 00:00:00,Inactive
417,Reseller_0417,+919644206129,Jabalpur,Madhya Pradesh,Tier 3,2022-12-26 12:00:00,Active
418,Reseller_0418,+917140515379,Patna,Bihar,Tier 2,2022-12-27 00:00:00,Inactive
419,Reseller_0419,+918904315855,Amritsar,Punjab,Tier 3,2022-12-27 12:00:00,Active
420,Reseller_0420,+918557724698,Bhopal,Madhya Pradesh,Tier 2,2022-12-28 00:00:00,Inactive
421,Reseller_0421,+918577691630,Kolkata,West Bengal,Tier 1,2022-12-28 12:00:00,Inactive
422,Reseller_0422,+918540492440,Kochi,Kerala,Tier 2,2022-12-29 00:00:00,Active
423,Reseller_0423,+917815221547,Bangalore,Karnataka,Tier 1,2022-12-29 12:00:00,Active
424,Reseller_0424,+917393734347,Jabalpur,Madhya Pradesh,Tier 3,2022-12-30 00:00:00,Churned
425,Reseller_0425,+919746601166,Raipur,Chhattisgarh,Tier 3,2022-12-30 12:00:00,Churned
426,Reseller_0426,+917217233051,Jaipur,Rajasthan,Tier 2,2022-12-31 00:00:00,Active
427,Reseller_0427,+917540838949,Amritsar,Punjab,Tier 3,2022-12-31 12:00:00,Active
428,Reseller_0428,+917294678352,Amritsar,Punjab,Tier 3,2023-01-01 00:00:00,Churned
429,Reseller_0429,+917889734128,Vijayawada,Andhra Pradesh,Tier 3,2023-01-01 12:00:00,Inactive
430,Reseller_0430,+918411152518,Bhopal,Madhya Pradesh,Tier 2,2023-01-02 00:00:00,Active
431,Reseller_0431,+917012178595,Jodhpur,Rajasthan,Tier 3,2023-01-02 12:00:00,Churned
432,Reseller_0432,+917558311957,Indore,Madhya Pradesh,Tier 2,2023-01-03 00:00:00,Active
433,Reseller_0433,+917472130062,Indore,Madhya Pradesh,Tier 2,2023-01-03 12:00:00,Inactive
434,Reseller_0434,+917566090561,Meerut,Uttar Pradesh,Tier 3,2023-01-04 00:00:00,Active
435,Reseller_0435,+918021908455,Pune,Maharashtra,Tier 1,2023-01-04 12:00:00,Active
436,Reseller_0436,+917748381742,Jaipur,Rajasthan,Tier 2,2023-01-05 00:00:00,Active
437,Reseller_0437,+918808011838,Indore,Madhya Pradesh,Tier 2,2023-01-05 12:00:00,Inactive
438,Reseller_0438,+917272979685,Visakhapatnam,Andhra Pradesh,Tier 2,2023-01-06 00:00:00,Active
439,Reseller_0439,+919204340231,Nagpur,Maharashtra,Tier 2,2023-01-06 12:00:00,Active
440,Reseller_0440,+919163970710,Coimbatore,Tamil Nadu,Tier 2,2023-01-07 00:00:00,Active
441,Reseller_0441,+917186251406,Agra,Uttar Pradesh,Tier 2,2023-01-07 12:00:00,Active
442,Reseller_0442,+919239615923,Raipur,Chhattisgarh,Tier 3,2023-01-08 00:00:00,Churned
443,Reseller_0443,+917133790981,Kochi,Kerala,Tier 2,2023-01-08 12:00:00,Active
444,Reseller_0444,+918724932977,Hyderabad,Telangana,Tier 1,2023-01-09 00:00:00,Inactive
445,Reseller_0445,+919105688676,Lucknow,Uttar Pradesh,Tier 2,2023-01-09 12:00:00,Churned
446,Reseller_0446,+917315640205,Jabalpur,Madhya Pradesh,Tier 3,2023-01-10 00:00:00,Active
447,Reseller_0447,+919612617557,Ranchi,Jharkhand,Tier 3,2023-01-10 12:00:00,Active
448,Reseller_0448,+918181184718,Delhi,Delhi,Tier 1,2023-01-11 00:00:00,Active
449,Reseller_0449,+919355172948,Jodhpur,Rajasthan,Tier 3,2023-01-11 12:00:00,Active
450,Reseller_0450,+919565778475,Gwalior,Madhya Pradesh,Tier 3,2023-01-12 00:00:00,Active
451,Reseller_0451,+919171325343,Coimbatore,Tamil Nadu,Tier 2,2023-01-12 12:00:00,Active
452,Reseller_0452,+917491404673,Rajkot,Gujarat,Tier 3,2023-01-13 00:00:00,Inactive
453,Reseller_0453,+919367966782,Raipur,Chhattisgarh,Tier 3,2023-01-13 12:00:00,Active
454,Reseller_0454,+918847136322,Amritsar,Punjab,Tier 3,2023-01-14 00:00:00,Active
455,Reseller_0455,+918777315761,Bhopal,Madhya Pradesh,Tier 2,2023-01-14 12:00:00,Inactive
456,Reseller_0456,+918712533097,Coimbatore,Tamil Nadu,Tier 2,2023-01-15 00:00:00,Active
457,Reseller_0457,+918342384949,Lucknow,Uttar Pradesh,Tier 2,2023-01-15 12:00:00,Inactive
458,Reseller_0458,+918094743340,Kochi,Kerala,Tier 2,2023-01-16 00:00:00,Inactive
459,Reseller_0459,+919949873860,Indore,Madhya Pradesh,Tier 2,2023-01-16 12:00:00,Active
460,Reseller_0460,+917391807468,Rajkot,Gujarat,Tier 3,2023-01-17 00:00:00,Inactive
461,Reseller_0461,+918854895521,Rajkot,Gujarat,Tier 3,2023-01-17 12:00:00,Active
462,Reseller_0462,+918600506062,Kolkata,West Bengal,Tier 1,2023-01-18 00:00:00,Active
463,Reseller_0463,+917257616339,Vijayawada,Andhra Pradesh,Tier 3,2023-01-18 12:00:00,Active
464,Reseller_0464,+919412411754,Ludhiana,Punjab,Tier 2,2023-01-19 00:00:00,Active
465,Reseller_0465,+918764409657,Lucknow,Uttar Pradesh,Tier 2,2023-01-19 12:00:00,Inactive
466,Reseller_0466,+918816499958,Kochi,Kerala,Tier 2,2023-01-20 00:00:00,Active
467,Reseller_0467,+917220959215,Mysore,Karnataka,Tier 3,2023-01-20 12:00:00,Active
468,Reseller_0468,+918341957809,Jodhpur,Rajasthan,Tier 3,2023-01-21 00:00:00,Active
469,Reseller_0469,+919179320310,Agra,Uttar Pradesh,Tier 2,2023-01-21 12:00:00,Inactive
470,Reseller_0470,+919070987704,Kochi,Kerala,Tier 2,2023-01-22 00:00:00,Active
471,Reseller_0471,+918503728142,Lucknow,Uttar Pradesh,Tier 2,2023-01-22 12:00:00,Churned
472,Reseller_0472,+917493428666,Ranchi,Jharkhand,Tier 3,2023-01-23 00:00:00,Active
473,Reseller_0473,+917971345904,Jodhpur,Rajasthan,Tier 3,2023-01-23 12:00:00,Inactive
474,Reseller_0474,+919670283403,Vijayawada,Andhra Pradesh,Tier 3,2023-01-24 00:00:00,Churned
475,Reseller_0475,+919391179068,Raipur,Chhattisgarh,Tier 3,2023-01-24 12:00:00,Inactive
476,Reseller_0476,+919978436070,Kolkata,West Bengal,Tier 1,2023-01-25 00:00:00,Churned
477,Reseller_0477,+918173687378,Indore,Madhya Pradesh,Tier 2,2023-01-25 12:00:00,Active
478,Reseller_0478,+918459535801,Allahabad,Uttar Pradesh,Tier 3,2023-01-26 00:00:00,Inactive
479,Reseller_0479,+917615260464,Indore,Madhya Pradesh,Tier 2,2023-01-26 12:00:00,Active
480,Reseller_0480,+917298867122,Vadodara,Gujarat,Tier 2,2023-01-27 00:00:00,Active
481,Reseller_0481,+917131671246,Kolkata,West Bengal,Tier 1,2023-01-27 12:00:00,Active
482,Reseller_0482,+917923988689,Chennai,Tamil Nadu,Tier 1,2023-01-28 00:00:00,Inactive
483,Reseller_0483,+918464137110,Coimbatore,Tamil Nadu,Tier 2,2023-01-28 12:00:00,Active
484,Reseller_0484,+918393213895,Patna,Bihar,Tier 2,2023-01-29 00:00:00,Inactive
485,Reseller_0485,+919560761628,Jodhpur,Rajasthan,Tier 3,2023-01-29 12:00:00,Churned
486,Reseller_0486,+917668210614,Mumbai,Maharashtra,Tier 1,2023-01-30 00:00:00,Inactive
487,Reseller_0487,+917213728259,Agra,Uttar Pradesh,Tier 2,2023-01-30 12:00:00,Inactive
488,Reseller_0488,+918903155722,Allahabad,Uttar Pradesh,Tier 3,2023-01-31 00:00:00,Inactive
489,Reseller_0489,+919607371597,Jabalpur,Madhya Pradesh,Tier 3,2023-01-31 12:00:00,Churned
490,Reseller_0490,+917925861658,Patna,Bihar,Tier 2,2023-02-01 00:00:00,Inactive
491,Reseller_0491,+918482506118,Rajkot,Gujarat,Tier 3,2023-02-01 12:00:00,Inactive
492,Reseller_0492,+919912923661,Patna,Bihar,Tier 2,2023-02-02 00:00:00,Churned
493,Reseller_0493,+919263164755,Jabalpur,Madhya Pradesh,Tier 3,2023-02-02 12:00:00,Churned
494,Reseller_0494,+917947119487,Meerut,Uttar Pradesh,Tier 3,2023-02-03 00:00:00,Active
495,Reseller_0495,+917235286733,Agra,Uttar Pradesh,Tier 2,2023-02-03 12:00:00,Active
496,Reseller_0496,+917907243029,Bangalore,Karnataka,Tier 1,2023-02-04 00:00:00,Active
497,Reseller_0497,+918243165953,Allahabad,Uttar Pradesh,Tier 3,2023-02-04 12:00:00,Active
498,Reseller_0498,+919136253713,Jaipur,Rajasthan,Tier 2,2023-02-05 00:00:00,Inactive
499,Reseller_0499,+917554848380,Varanasi,Uttar Pradesh,Tier 3,2023-02-05 12:00:00,Inactive
500,Reseller_0500,+917988317990,Visakhapatnam,Andhra Pradesh,Tier 2,2023-02-06 00:00:00,Inactive
501,Reseller_0501,+918521136431,Kochi,Kerala,Tier 2,2023-02-06 12:00:00,Active
502,Reseller_0502,+917181686832,Pune,Maharashtra,Tier 1,2023-02-07 00:00:00,Churned
503,Reseller_0503,+917334417350,Coimbatore,Tamil Nadu,Tier 2,2023-02-07 12:00:00,Inactive
504,Reseller_0504,+918843761970,Jodhpur,Rajasthan,Tier 3,2023-02-08 00:00:00,Inactive
505,Reseller_0505,+919749387529,Visakhapatnam,Andhra Pradesh,Tier 2,2023-02-08 12:00:00,Churned
506,Reseller_0506,+918739600515,Lucknow,Uttar Pradesh,Tier 2,2023-02-09 00:00:00,Inactive
507,Reseller_0507,+917738189691,Bangalore,Karnataka,Tier 1,2023-02-09 12:00:00,Active
508,Reseller_0508,+918976101133,Jodhpur,Rajasthan,Tier 3,2023-02-10 00:00:00,Inactive
509,Reseller_0509,+917378514962,Ranchi,Jharkhand,Tier 3,2023-02-10 12:00:00,Active
510,Reseller_0510,+918045036297,Lucknow,Uttar Pradesh,Tier 2,2023-02-11 00:00:00,Active
511,Reseller_0511,+919250402001,Vadodara,Gujarat,Tier 2,2023-02-11 12:00:00,Inactive
512,Reseller_0512,+918332619083,Pune,Maharashtra,Tier 1,2023-02-12 00:00:00,Active
513,Reseller_0513,+918430518844,Amritsar,Punjab,Tier 3,2023-02-12 12:00:00,Inactive
514,Reseller_0514,+919192509020,Rajkot,Gujarat,Tier 3,2023-02-13 00:00:00,Active
515,Reseller_0515,+919190227431,Vijayawada,Andhra Pradesh,Tier 3,2023-02-13 12:00:00,Churned
516,Reseller_0516,+918507961865,Nagpur,Maharashtra,Tier 2,2023-02-14 00:00:00,Active
517,Reseller_0517,+917634323009,Raipur,Chhattisgarh,Tier 3,2023-02-14 12:00:00,Churned
518,Reseller_0518,+918099375147,Indore,Madhya Pradesh,Tier 2,2023-02-15 00:00:00,Inactive
519,Reseller_0519,+917656570734,Agra,Uttar Pradesh,Tier 2,2023-02-15 12:00:00,Active
520,Reseller_0520,+917323639855,Raipur,Chhattisgarh,Tier 3,2023-02-16 00:00:00,Inactive
521,Reseller_0521,+919122216473,Kochi,Kerala,Tier 2,2023-02-16 12:00:00,Churned
522,Reseller_0522,+919488796494,Agra,Uttar Pradesh,Tier 2,2023-02-17 00:00:00,Active
523,Reseller_0523,+919761628889,Agra,Uttar Pradesh,Tier 2,2023-02-17 12:00:00,Active
524,Reseller_0524,+918388168801,Jodhpur,Rajasthan,Tier 3,2023-02-18 00:00:00,Active
525,Reseller_0525,+918357806226,Raipur,Chhattisgarh,Tier 3,2023-02-18 12:00:00,Active
526,Reseller_0526,+919014000727,Lucknow,Uttar Pradesh,Tier 2,2023-02-19 00:00:00,Inactive
527,Reseller_0527,+918179714407,Patna,Bihar,Tier 2,2023-02-19 12:00:00,Inactive
528,Reseller_0528,+919178995337,Nagpur,Maharashtra,Tier 2,2023-02-20 00:00:00,Active
529,Reseller_0529,+918940955281,Hyderabad,Telangana,Tier 1,2023-02-20 12:00:00,Active
530,Reseller_0530,+918232986477,Bangalore,Karnataka,Tier 1,2023-02-21 00:00:00,Inactive
